Content
"['love', 'get', 'covid', 'idiot', 'feel', 'sick', 'yesterday', 'snot', 'lab', 'instead', 'wear', 'mask']"
"['follow', 'covid', 'infect', 'covid', 'manifest', 'loss', 'conscious', 'coma', 'death']"
"['day', 'weekend', 'dream', 'face', 'fact', 'dont', 'know', 'spiral', 'start', 'get', 'covid']"
"['test', 'posit', 'covid', 'find', 'offer', 'accept', 'dream', 'home', 'day', 'live', 'life']"
"['though', 'think', 'might', 'one', 'covid', 'last', 'week']"
"['feel', 'fit', 'miss', 'last', 'week', 'field', 'work', 'job', 'move', 'may', 'due', 'covid']"
"['got', 'one', 'broke', 'last', 'year', 'ago', 'today', 'smell', 'sweet', 'crap', 'covid', 'thing', 'loss', 'smell', 'batch', 'weird']"
"['one', 'thing', 'covid', 'miss', 'test', 'didnt', 'came', 'back', 'enough', 'time']"
"['letter', 'new', 'covid', 'that', 'letter', 'alphabet', 'tri', 'see', 'behind']"
"['nice', 'covid']"
"['level', 'honey', 'help', 'covid', 'throat']"
"['like', 'covid', 'look', 'shoot', 'expect', 'happen', 'wear', 'mask', 'wear', 'firearm', 'guess', 'sen', 'protect']"
"['listen', 'blow', 'nose', 'taken', 'covid', 'test']"
"['got', 'got', 'covid', 'day', 'sleep', 'couch', 'dog', 'ever', 'work', 'nonstop', 'get']"
"['give', 'covid']"
"['look', 'like', 'covid', 'gone', 'june']"
"['gay', 'month', 'covid']"
"['bad', 'chill', 'stomach', 'pain', 'system', 'thought', 'might', 'covid', 'test', 'fade', 'today', 'still', 'yet', 'tire', 'day', 'think', 'probabl']"
"['covid', 'lay', 'road']"
"['first', 'day', 'covid', 'well', 'second', 'day', 'fever', 'test', 'still', 'said', 'far', 'watch', 'season', 'potter', 'think', 'hero', 'next']"
['covid']
"['start', 'gay', 'month', 'get', 'covid']"
['covid']
"['prior', 'overspend', 'covid', 'relief', 'done', 'way', 'adjust', 'lower', 'standard', 'live', 'next', 'decad']"
"['got', 'covid', 'test', 'done', 'thank', 'god']"
"['got', 'covid', 'liquor', 'store']"
['covid']
"['total', 'random', 'wait', 'start', 'feel', 'well', 'long', 'time', 'lot', 'exist', 'worsen', 'covid', 'back', 'start', 'think', 'got']"
"['seen', 'last', 'year', 'sad', 'see', 'covid']"
['covid']
"['tonight', 'covid', 'love']"
"['test', 'posit', 'covid', 'ever', 'pray', 'hoe']"
"['wonder', 'still', 'think', 'covid', 'kill', 'million']"
"['covid', 'think', 'day', 'blow', 'though']"
"['blame', 'high', 'trump', 'let', 'covid', 'get', 'hand', 'led', 'one', 'travel', 'price', 'travel', 'got', 'covid', 'control', 'also', 'start', 'war']"
"['know', 'ask', 'lot', 'could', 'make', 'forget', 'covid', 'two', 'hour', 'real', 'grate']"
"['miss', 'first', 'center', 'sip', 'summer', 'covid']"
"['sister', 'got', 'covid', 'sound', 'meet', 'criterion', 'doctor', 'say', 'know', 'drug', 'well', 'ever', 'still', 'bay', 'area', 'boot']"
['covid']
"['live', 'covid', 'tell', 'wear', 'mask', 'ventil', 'area', 'meet', 'keep', 'get', 'spread', 'right']"
"['mad', 'caught', 'covid', 'midnight', 'show']"
"['think', 'got', 'covid', 'way', 'ach', 'nose', 'run', 'like', 'cheetah', 'never']"
"['wonder', 'covid', 'hoax']"
"['worst', 'part', 'covid', 'far', 'day', 'tie', 'sleepless', 'night', 'road', 'rapid', 'onset', 'adult', 'diarrhea']"
"['covid', 'get', 'dark', 'side']"
"['still', 'posit', 'covid']"
"['first', 'like', 'week', 'covid', 'got', 'stale', 'fire', 'die']"
"['give', 'covid', 'sick']"
"['upset', 'child', 'kept', 'school', 'due', 'teacher', 'quit', 'want', 'keep', 'teacher', 'safe', 'gun', 'right', 'instead', 'think', 'much', 'money', 'get']"
"['slight', 'come', 'back', 'post', 'covid']"
"['learn', 'firm', 'sold', 'like', 'share', 'staff', 'back', 'year', 'later', 'bunch', 'got', 'covid', 'first', 'two', 'week', 'money', 'return']"
"['place', 'around', 'corner', 'day', 'scandal', 'occur', 'close', 'week', 'got', 'covid', 'close']"
"['quit', 'blood', 'pee', 'covid', 'get', 'dont', 'know']"
"['get', 'covid', 'first', 'day', 'pride', 'thing', 'could', 'pull']"
"['covid', 'seven', 'day', 'like', 'stay', 'sun', 'tomorrow']"
"['hear', 'orang', 'box', 'covid', 'test', 'frequent']"
"['covid', 'last', 'year', 'got', 'make']"
"['frighten', 'get', 'shot', 'get', 'covid', 'order']"
['covid']
"['interact', 'social', 'medium', 'past', 'day', 'might', 'want', 'get', 'test', 'covid']"
"['third', 'pride', 'month', 'came', 'third', 'safe', 'attend', 'care', 'high', 'risk', 'covid']"
"['mani', 'year', 'covid', 'scam', 'store', 'take', 'stupid', 'plastic', 'barrier']"
"['guess', 'might', 'covid']"
"['biggest', 'thing', 'miss', 'covid', 'start', 'back', 'live']"
"['know', 'whether', 'blame', 'age', 'drain', 'school', 'year', 'aftereffect', 'covid', 'first', 'time', 'ever', 'perfect', 'report', 'card', 'checkup', 'still', 'weird', 'need']"
['covid']
"['covid', 'ruin', 'life']"
