Content
"brother,deep,nut,told,today,sick,sore,throat,feel,like,death,live,year,old,mother,year,smoker,she,boost,neither,here,hope,best"
"like,mani,tough,year,full,difficult,loss,friend,covid,cancer,health,nearest,health,difficult,posit,time,back"
"championship,game,state,roster,protocol,restrict,fun,fact,sec,team,test,lead,post,season,game"
"cant,even,find,covid,test,guess,ill,symptom"
"dread,made,way,easier,got,see,friend,omicron,exist,cant,first,covid,year"
"patient,last,test,covid,influenza,new,news,medium,tri,scare,medium,need,stop,sick,admit,gotten,cannot,patient"
"trump,doesnt,know,cannot,either,cannot,wait,sweet,covid,take,say,take,like"
"wait,covid,test"
"use,look,enter,covid,live,also,good,data,public"
"cant,get,booster,cant,get,test,covid,storm,action,bunch,demand"
"democrat,hero,part,soon,start,speak,covid,fake,data,fake,death,turn,blink,eye"
"govern,put,curfew,work,health,care,get,covid,still,work,even,make,sen"
"know,test,result,yet,whole,get,covid,mean,let,guard,stop,protect,stop,protect,world,would"
"seem,like,talk,point,week,lower,number,death,complain,higher,covid,infect,rate"
"health,code,anyway,discus,covid,revolt,child"
"shouldnt,case,death,case,long,covid"
"think,soon,long,china,zero,covid,fold,soon"
"day,count,wait,covid,test,result,new,day,recommend,count,one,day,wait,period,offer,day,appoint,even,get,test,feel,sick,stay,home,faster"
"chord,sick,start,got,covid,without,get,treatment,option,even,though,like,know,one,word"
"test,covid"
"explain,never,except,school,wear,mask,even,lunch,yet,got,covid"
"covid,test,come,back,get,thigh,tat"
"wait,covid,home,test,kit,result,close,third,kind,director,cut,start"
"wore,mask,medic,prior,covid,say,doctor"
"covid,hell,alway,say,test,posit"
"look,good,liter,run,scorch,earth,wreck,covid,buri,debt,social,reject,govern,class,inherit,biggest,mess,ill,exhaust,death"
"take,covid,test,havent,omicron,symptom"
"hell,protect,would,wear,mask,hell,sit,behind,desk,death,covid"
"swear,take,home,covid,test,much,test"
"today,care,dear,friend,covid,she,one,human,know,much,younger,take,care,send,kind,exhaust,health,worker"
"man,actual,direct,call,jab,medic,speak,manner,covid"
"watch,antimask,member,get,covid,second,time,question,gotten,gee,idea"
"rest,world,doctor,million,extra,dead,die,particular,world,pay,extra,money,covid,death"
"wear,mask,stop,give,misinform,somehow,wear,mask,keep,covid,free,true"
"friend,tell,posit,friend,went,mask,given,denier,young,stupid,free,drink,anyway,mention,full,brave,anti,masker,anti,test,covid,posit"
"recent,said,test,tell,flu,covid,still,test"
"hard,health,organ,refer,tri,school,district,covid,school,district,left,follow,whim,politician"
"say,urgent,pop,covid,take,court,new,year,ill,death,add,sure,work,think,action"
"fend,covid,san,mask,public,owe,ted"
"death,ran,away,warmer,wasnt,run,covid,shed,chose,also,cant,make,get,thank,like,need,leadership,ran,like"
"girl,test,posit,covid,nye"
"flu,month,back,covid,test,day,bad,finger,cross,hope,feel,better,soon"
"covid,bad,enough,would,sure,adapt,allow,collect,action,see,problem,covid,near,threat,vast,major,death,rate,across,behavior,would,differ"
"stop,get,covid,help,make,sure,system,fight,better,get,difficult,understand,get"
"man,took,covid,test,three,hour,ago,gotten,result,back"
"get,see,problem,none,get,look,bad,catch,covid"
"mani,test,line,today,covid,symptom,schooner,last,night,must,shop,day,schooner,day,test,symptom,rapid,test,bourbon,day,covid"
"bad,didnt,request,mask,site,test,begin,would,almost,million,covid,case,death,bliss"
"she,actual,covid,right,new,day,bit,common,get,that,problem,wear,mask,protect,other,real,sheep,charlatan,sycophant,minion"
"true,reaction,last,shot,got,get,covid,shot,lose,get,shot,yet,still,sicken"
"taipan,understand,much,longer,stand,covid,though,state,govern,run,health,system,long,time,particular,hire,bureaucrat,instead"
"covid,full,link,press"
"contract,die,superior,mean,covid"
"prefer,current,job,rather,tri,job,like,nick,covid,public,comment"
"make,china,develop,zombi,tire,covid"
"covid,death,say"
"show,give,away,free,like,covid,test,kit,free,line,matter,head,food,truck,vendor,money,money,money"
"sure,tell,staff,work,sick,covid,help,health"
"person,highlight,get,wrong,arrest,given,record,life,flip,chair,wall,mental,health,victim,blame,sick,time,low,runner,get,covid,month,later"
"mean,covid,avoid,scare,harmless"
"bore,covid,test,result,come,hour,bullet,journal,bore"
"actual,stuff"
"covid,joke,got,dose,took,time,work,went,got,dose,never,record,cant,get,booster"
"three,day,idea,three,day,wrong,covid,three,day,typic,stupid,class,size,small,enrol,guess,social"
"walk,door,mask,covid,watch,firework"
"keen,claim,happen,test,posit,covid,knock,kill,label,covid,death"
"think,member,come,covid,start,fund,account,tell,much,care,human,life,talk"
"perform,tonight,ticket,number,outdoor,mask,test,want,join,covid,crew,club,live,room"
"glad,see,test,would,long,way,spread,strategi,lack,high,rate,covid,death,fix,plea"
"chang,fact,around,health,state,get,lot,anti,get,covid"
"virgin,without,new,year,health,good,end,covid"
"spill,mask,still,protect,covid,ask,well,know,happen"
"covid,test,last,week,lie,covid,yeah,test,yet"
"poor,thing,block,profit,crush,creat,success,covid,ago"
"million,restart,june,covid,zero,death,test,posit,rate,lower,land,rate,test,prior,board,mask,indoor,hockey,game"
"covid,test"
"also,effect,covid,legitim,way,poor,form,call"
"work,come,across,matter,even,quot,rel,death,say,covid"
"keep,health,record,mean,flu,cold,covid,like,death,rate,take"
"your,covid,plea,frame,mental,health,know,dont,give"
"redistrict,covid,relief,didnt,vote,plan,big,well,earn,enough,major,paper,thin"
"yeah,felt,faint,yesterday,went,bed,slept,day,feel,sick,ask,gotten,covid,test"
"case,protect,get,covid,death"
"right,count,die,covid,probabl,count,covid,death,though,seem,mad,even,though,transmit,covid"
"argument,control,dont,care,dint,need,human,hope,covid,quell,public"
"idea,hard,job,right,teach,look,like,covid,like,slap,mask,back,desk,job"
"one,sick,break,seem,like,covid,posit,rapid,know,keep,straight,read,may,get,symptom,system,kick,load,high,enough,rapid,test"
"rais,deploy,million,three,public,biggest,sector,event,love,life,long,covid,linger,also,got,omicron,got,closer,patient,wait"
"hard,get,covid,test,done"
"today,meant,done,fell,ill,due,covid,booster,could,today,know,work,hard,new,new,content,come,soon"
"divert,covid,health,spend,care,migrant,shame"
"hour,away,hour,greet,covid,love"
"sod,chang,covid,load,test,posit,covid,cold,keep,indoor,day,glad,new,year,next,year,done,crap"
"took,differ,covid,test,came,back"
"take,day,actual,get,covid,test,result,ten,thousand,teacher,lot,teacher,teach,person"
"bitch,dont,want,covid,period,ion,care,symptom,mild,get,anyway,want,get,sick,got,nephew,love,death,dont,want,onto,even,risk,get"
"glad,got,teen,self,covid,flu,adult,son,final,got,first,covid,think,rest"
"year,freedom,end,fear,surround,covid,year,fear,covid"
"covid,mask,free,spoken,staff,help,respect"
"theorist,turn,catch,covid"
"posit,covid,thank,friend,spare,rapid,test,get,test,till,way,ring,new,year"
"paco,alpha,doom,tenebra,truth,matter,get,sever,ill,covid,smaller,didnt,get,ill,fake,ill,get,cain,award,fake,well,get,award"
"republican,use,lie,say,covid,flu,lot,way,covid,flu,teacher,alway,sure,hell,rick,catch,flu,school"
"shoulder,hurt,bad,feel,like,got,covid"
"process,ran,almost,covid,test,today,work,job,top,disrespect,get"
